RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8042,15816507,Customer,354,France,Female,41,8,51453.55,2,0,0,155605.27,0
8043,19130274,Customer,719,France,Male,24,7,0.0,2,0,0,157155.7,0
8044,17380419,Customer,666,Germany,Male,65,3,212265.14,2,1,0,12728.78,1
8045,10068340,Customer,370,France,Female,53,5,145634.38,2,1,0,124459.01,1
8046,12500700,Customer,535,France,Female,56,6,135356.19,1,0,0,122263.19,1
8047,17197775,Customer,558,Germany,Female,32,0,21675.01,3,0,0,198590.52,1
8048,18181523,Customer,580,France,Male,66,0,0.0,2,0,0,130183.3,1
8049,18285892,Customer,363,Spain,Male,20,3,38972.26,2,0,1,133609.48,0
8050,19754596,Customer,701,France,Female,65,2,0.0,3,1,1,82352.97,1
8051,16736028,Customer,428,France,Male,19,9,148158.85,1,0,1,105072.17,0
8052,15761983,Customer,818,France,Female,24,3,210469.03,2,0,0,85101.96,0
8053,10580288,Customer,531,Spain,Female,74,8,201611.77,2,0,1,183176.99,1
8054,17391710,Customer,427,Germany,Female,33,1,47526.4,2,0,1,48544.14,1
8055,14907975,Customer,646,Spain,Male,38,3,0.0,3,1,0,38575.92,0
8056,10146784,Customer,621,France,Female,26,6,688.63,3,1,1,199413.61,0
8057,12298280,Customer,400,France,Female,29,1,82531.41,1,1,1,186856.83,0
8058,11118065,Customer,606,France,Male,46,7,16591.62,2,0,0,122678.44,1
8059,10870495,Customer,645,France,Male,41,9,0.0,1,0,1,156830.56,0
8060,11915153,Customer,367,Germany,Male,50,3,0.0,2,0,1,31087.38,0
8061,14168188,Customer,639,Germany,Male,31,8,43735.77,1,0,0,155986.62,0
8062,13595687,Customer,567,France,Female,60,0,21282.71,2,0,1,98325.55,1
8063,10329548,Customer,794,Spain,Female,35,6,56521.05,3,0,0,167134.04,0
8064,11964143,Customer,449,France,Female,71,0,230187.86,1,0,1,107961.6,1
8065,14167317,Customer,498,Spain,Female,22,10,0.0,2,1,0,148082.88,0
8066,19637318,Customer,734,France,Female,32,9,60560.17,1,0,0,74485.44,0
8067,11253855,Customer,504,France,Male,24,10,0.0,1,0,0,149037.18,0
8068,11577279,Customer,784,France,Female,42,8,34123.67,1,1,0,61657.73,1
8069,18144062,Customer,744,France,Female,31,9,172110.48,1,1,1,191330.38,0
8070,13460861,Customer,725,Germany,Female,69,9,106211.36,1,1,1,137379.67,1
8071,17746589,Customer,451,France,Female,57,0,0.0,1,1,0,100908.58,1
8072,11616786,Customer,464,France,Female,53,2,65576.86,2,1,0,125138.17,0
8073,10948813,Customer,619,Germany,Female,52,6,0.0,2,1,1,127123.48,1
8074,18576948,Customer,441,Germany,Female,61,0,0.0,1,1,1,172380.11,0
8075,12068622,Customer,788,Spain,Male,67,4,0.0,1,0,1,116070.58,0
8076,14718471,Customer,760,France,Female,41,5,165529.69,1,1,1,117069.39,1
8077,13237922,Customer,755,Germany,Female,32,2,218880.22,1,0,1,121479.82,0
8078,13220611,Customer,370,Germany,Male,28,5,0.0,2,1,1,156887.93,1
8079,14793419,Customer,469,France,Male,41,3,0.0,1,0,0,103322.67,0
8080,15891593,Customer,757,France,Female,28,5,0.0,3,1,1,50483.79,0
8081,15732394,Customer,368,France,Male,61,5,133686.0,2,1,1,89430.06,1
8082,10013031,Customer,373,France,Male,68,3,78823.24,1,0,0,81342.3,0
8083,10162192,Customer,375,France,Female,34,0,194542.66,1,0,1,21149.55,0
8084,14249482,Customer,502,France,Female,23,2,115998.91,2,0,0,161964.64,0
8085,15966252,Customer,650,Germany,Female,38,10,3115.42,2,1,0,168895.55,1
8086,15961264,Customer,713,Germany,Male,25,9,79986.58,2,1,1,60776.94,0
8087,17988638,Customer,762,Spain,Male,32,6,114298.48,1,1,1,71559.31,0
8088,11364607,Customer,551,Germany,Male,71,1,93155.11,2,1,0,70980.13,0
8089,17132170,Customer,848,France,Male,69,3,137936.28,3,1,0,108280.29,1
8090,19716042,Customer,488,Spain,Male,49,5,0.0,1,0,0,99123.94,1
8091,11150249,Customer,629,Spain,Female,27,4,143108.97,2,0,1,178492.63,0
8092,19300948,Customer,373,France,Female,45,5,246630.82,2,1,0,103779.95,1
8093,18495794,Customer,361,Germany,Male,32,4,0.0,1,1,0,43803.2,1
8094,12221095,Customer,484,Spain,Male,29,8,171137.32,2,1,1,152028.15,0
8095,11113183,Customer,773,Germany,Female,60,10,50152.51,1,0,1,174963.62,1
8096,17499025,Customer,430,Spain,Male,35,1,145443.49,2,0,1,125800.93,0
8097,18861420,Customer,704,France,Male,73,3,204918.79,2,0,1,155269.91,0
8098,16698681,Customer,419,France,Female,54,0,0.0,1,0,0,52651.54,1
8099,15518069,Customer,553,France,Male,61,6,21696.22,2,0,1,180959.87,0
8100,13071565,Customer,428,Germany,Male,41,0,165441.18,1,0,1,24300.74,1
8101,11199744,Customer,829,Spain,Male,54,5,168397.04,1,1,1,180839.59,1
8102,15211926,Customer,628,Spain,Female,71,9,201097.27,1,0,0,79148.47,1
8103,14813145,Customer,548,France,Male,46,9,157391.19,2,0,1,27078.85,0
8104,13558211,Customer,728,France,Male,27,8,212017.29,2,1,1,44464.53,0
8105,16426582,Customer,643,Spain,Male,31,1,0.0,2,1,0,197933.46,0
8106,10307838,Customer,764,Germany,Female,33,0,0.0,1,0,0,80846.68,0
8107,12308206,Customer,634,France,Male,54,10,183197.65,1,1,0,157079.79,0
8108,14493482,Customer,777,France,Male,28,10,96484.89,1,0,0,100665.24,0
8109,10446524,Customer,505,Germany,Male,68,10,0.0,1,1,0,119579.76,0
8110,11261071,Customer,425,Spain,Male,43,9,0.0,2,0,0,130943.47,0
8111,12720009,Customer,568,France,Male,57,2,188844.04,1,1,1,124526.8,1
8112,14973878,Customer,673,France,Male,36,5,0.0,1,1,0,199675.53,1
8113,13051562,Customer,626,Spain,Male,69,6,97255.72,1,1,0,114772.06,0
8114,13631917,Customer,614,Germany,Male,71,10,221273.26,2,0,0,128045.57,1
8115,17903672,Customer,398,France,Male,35,7,103889.15,2,0,1,76377.48,0
8116,13262272,Customer,447,France,Male,47,3,237887.01,2,0,0,55709.89,1
8117,13887743,Customer,642,Germany,Male,49,7,245802.21,2,1,1,95308.74,1
8118,14419285,Customer,370,France,Female,40,6,0.0,1,0,0,126707.08,1
8119,11688219,Customer,793,France,Female,70,10,64058.21,2,1,0,69786.43,1
8120,14572013,Customer,372,Germany,Female,29,7,91581.15,1,1,0,104936.4,0
8121,13707483,Customer,821,France,Female,30,4,133163.76,1,1,0,164830.62,0
8122,10394796,Customer,487,Germany,Female,38,9,82170.13,2,0,0,90536.48,0
8123,18325352,Customer,579,France,Female,38,6,204732.45,1,0,0,119858.05,1
8124,10398556,Customer,675,Germany,Female,46,3,0.0,2,0,0,185748.84,0
8125,11790533,Customer,754,France,Male,46,0,246446.93,2,0,1,128411.35,0
8126,19307392,Customer,706,France,Male,67,2,84074.45,2,0,0,69043.39,0
8127,17844868,Customer,378,France,Female,44,9,67561.02,1,1,0,118259.47,0
8128,15885493,Customer,664,Spain,Female,46,8,0.0,1,1,1,173559.11,0
8129,19683193,Customer,773,Spain,Male,32,10,11865.63,2,0,0,39033.68,0
8130,13238279,Customer,370,France,Female,64,3,44253.7,2,0,0,166469.29,1
8131,13171178,Customer,691,Spain,Male,29,4,71127.07,1,1,0,29086.94,0
8132,13085893,Customer,448,Germany,Male,58,2,0.0,2,0,0,191863.88,0
8133,13207047,Customer,412,Spain,Male,36,10,27427.71,2,0,1,40318.97,0
8134,10552383,Customer,651,France,Male,29,5,205058.69,1,0,0,98569.54,0
8135,16053602,Customer,482,Germany,Male,40,3,154759.54,1,1,1,190679.27,1
8136,11334937,Customer,364,France,Female,22,4,0.0,2,0,1,49662.55,0
8137,11598208,Customer,454,France,Female,43,10,136318.9,1,0,0,131950.2,1
8138,11776282,Customer,460,Spain,Female,70,6,72489.7,1,0,0,150089.46,1
8139,18513243,Customer,688,Germany,Male,69,6,0.0,2,0,1,17195.56,0
8140,10820894,Customer,685,France,Female,27,8,57933.57,1,0,1,122895.48,0
8141,12729334,Customer,773,France,Male,39,1,167169.38,2,0,0,154402.21,0
8142,10457843,Customer,460,Germany,Male,56,3,63276.83,2,0,1,194246.38,0
8143,19837193,Customer,712,Germany,Female,40,7,247404.92,2,0,0,36366.03,1
8144,11600667,Customer,692,France,Male,28,3,227915.85,2,1,0,174076.06,0
8145,15805323,Customer,353,Spain,Male,45,2,66139.14,2,1,1,129582.64,0
8146,19099769,Customer,818,France,Male,48,9,0.0,1,1,0,148214.16,1
8147,18189198,Customer,501,France,Female,25,5,156489.85,2,1,0,150733.1,0
8148,12328641,Customer,391,Spain,Male,70,2,182138.5,2,1,1,147577.15,0
8149,18148305,Customer,724,France,Female,56,1,0.0,1,0,0,185390.08,1
8150,10865396,Customer,375,France,Female,65,8,53992.22,2,0,1,33385.57,1
8151,18807804,Customer,711,Germany,Female,45,2,214517.26,1,1,0,63838.85,0
8152,12174141,Customer,543,Spain,Female,33,0,68797.9,2,0,0,181626.66,0
8153,11387030,Customer,709,France,Male,63,8,229382.35,2,1,1,96726.6,0
8154,18930185,Customer,357,Spain,Male,64,4,91661.4,1,1,1,87115.35,1
8155,18377349,Customer,422,Spain,Male,69,6,0.0,1,1,1,112440.95,0
8156,10578426,Customer,799,France,Male,48,1,148040.75,2,0,1,69010.98,0
8157,18604560,Customer,427,Germany,Female,58,0,88406.6,1,0,1,123564.81,1
8158,19834416,Customer,497,France,Male,65,5,243993.4,2,0,1,177079.24,1
8159,15486777,Customer,671,France,Male,33,4,96679.2,2,0,1,85190.21,0
8160,16217922,Customer,417,Spain,Female,22,9,78617.1,2,1,0,49481.18,1
8161,18098499,Customer,704,Spain,Female,52,5,141598.67,1,0,0,39674.37,0
8162,12953060,Customer,532,France,Female,70,1,182471.92,2,1,1,142568.11,1
8163,17914044,Customer,683,France,Female,42,6,0.0,2,0,1,23977.02,1
8164,15160027,Customer,434,France,Female,30,0,17403.7,1,1,1,24275.41,0
8165,17798992,Customer,845,France,Female,46,10,104877.15,2,1,0,192644.57,0
8166,18367092,Customer,428,France,Male,44,7,165919.4,2,1,0,136737.42,1
8167,13579810,Customer,388,France,Female,57,6,1242.22,2,1,0,45954.24,1
8168,17703427,Customer,655,Germany,Female,34,6,122258.21,1,1,1,130165.52,0
8169,13964877,Customer,369,France,Male,54,5,201632.92,2,0,0,119968.67,1
8170,17163364,Customer,419,France,Male,55,9,12717.91,2,1,1,158045.03,0
8171,10353217,Customer,505,Spain,Female,46,4,85136.72,2,0,0,90499.77,0
8172,16375749,Customer,466,Spain,Female,51,8,100229.58,2,0,1,13196.44,0
8173,11520753,Customer,717,France,Male,47,2,0.0,1,0,1,93630.36,0
8174,16995623,Customer,776,France,Male,48,8,73929.74,4,1,1,141339.26,0
8175,17740106,Customer,799,Germany,Female,39,4,61566.94,2,0,0,191885.97,0
8176,18813943,Customer,377,France,Female,63,7,0.0,1,0,1,169628.13,0
8177,13809417,Customer,724,France,Male,42,10,248969.88,2,1,0,14413.04,1
8178,17170787,Customer,447,Germany,Male,21,2,0.0,1,1,0,56482.41,1
8179,13555922,Customer,811,France,Female,52,6,0.0,2,1,0,114475.6,0
8180,12882561,Customer,678,France,Male,58,9,19133.24,1,0,0,20512.7,0
8181,11354049,Customer,500,France,Female,67,3,31988.53,2,0,1,123159.05,0
8182,17950348,Customer,713,France,Male,61,4,0.0,1,1,1,91527.87,0
8183,17190942,Customer,768,France,Male,26,3,0.0,2,1,1,137042.83,0
8184,18964135,Customer,371,Spain,Male,43,8,0.0,2,1,0,51899.87,1
8185,19378368,Customer,610,France,Male,44,6,194164.85,2,0,1,45561.56,0
8186,17133327,Customer,409,France,Male,44,5,0.0,1,0,0,183894.54,1
8187,18223052,Customer,774,France,Male,35,5,66278.99,1,0,1,75275.34,0
8188,17675054,Customer,762,Spain,Female,47,10,0.0,2,1,0,194500.31,0
8189,17839960,Customer,512,Germany,Male,62,9,0.0,1,0,0,40339.23,1
8190,15607034,Customer,463,France,Female,63,6,13390.03,2,0,1,153135.32,1
8191,19982565,Customer,703,Spain,Male,48,4,127880.08,1,1,0,48303.64,1
8192,18093405,Customer,545,France,Female,59,9,71655.89,1,0,1,146006.6,0
8193,15378064,Customer,394,France,Male,20,2,0.0,3,0,1,59838.47,0
8194,18191466,Customer,462,France,Male,46,10,0.0,1,0,1,73021.48,0
8195,15415383,Customer,742,France,Female,24,10,20962.38,2,0,0,131839.4,0
8196,16270053,Customer,528,France,Female,35,2,216751.9,2,1,1,16377.01,1
8197,10905688,Customer,619,Germany,Female,33,6,224956.34,1,1,1,56845.8,1
8198,19675580,Customer,842,France,Female,66,10,81384.12,1,1,0,172891.48,1
8199,18536392,Customer,674,Germany,Female,74,9,246724.91,1,1,1,69173.74,1
8200,18305026,Customer,719,France,Male,49,0,100316.66,1,0,0,191608.08,0
8201,16963129,Customer,405,France,Female,55,3,240578.83,2,1,0,37213.56,1
8202,17003133,Customer,716,France,Female,42,9,246719.61,1,1,0,147082.86,0
8203,16528749,Customer,696,Spain,Female,61,7,0.0,1,1,0,41003.84,0
8204,13340391,Customer,616,France,Female,49,3,31207.68,2,1,0,155116.18,1
8205,10575495,Customer,763,Germany,Male,36,0,146104.82,2,0,0,50505.43,1
8206,14597986,Customer,464,France,Male,20,4,182980.03,1,0,1,174554.71,0
8207,12891994,Customer,706,France,Female,52,0,19366.13,3,0,1,128600.71,0
8208,16483717,Customer,516,France,Female,67,8,0.0,1,0,0,177410.48,0
8209,15844547,Customer,703,France,Female,46,7,212951.16,2,1,0,129327.5,1
8210,11759259,Customer,464,France,Female,28,6,0.0,1,1,0,163253.38,0
8211,12826604,Customer,757,France,Male,23,4,128574.02,2,1,0,175279.49,1
8212,14584299,Customer,429,Spain,Male,36,3,81076.16,2,1,1,99092.78,1
8213,14744918,Customer,663,France,Male,54,6,0.0,1,0,1,137951.53,0
8214,10920446,Customer,635,Germany,Female,62,2,182338.81,2,0,1,15051.58,1
8215,11867252,Customer,757,France,Female,44,7,104051.3,1,1,0,104309.18,0
8216,15736203,Customer,672,Germany,Male,22,4,87940.69,2,0,1,50376.97,0
8217,11228040,Customer,378,Germany,Female,43,4,19263.93,2,1,1,31756.37,1
8218,13324996,Customer,391,France,Male,52,0,111809.12,2,1,1,199328.59,0
8219,18628202,Customer,809,France,Male,36,9,98222.44,1,1,1,199443.15,0
8220,14558054,Customer,468,Germany,Female,34,10,165823.04,1,0,1,50454.57,0
8221,18726964,Customer,411,Spain,Male,71,7,109686.25,2,0,0,180510.01,0
8222,15420443,Customer,504,France,Female,52,6,0.0,1,1,1,180436.61,1
8223,15597958,Customer,634,France,Female,64,0,0.0,2,0,1,195525.46,0
8224,12691463,Customer,799,Spain,Female,66,3,193428.69,2,1,0,84540.18,1
8225,15462934,Customer,790,France,Male,30,3,236326.17,2,0,0,187081.34,0
8226,16921879,Customer,538,Germany,Male,31,8,0.0,1,1,1,158550.39,1
8227,14405167,Customer,634,France,Female,47,9,105633.98,2,1,0,149634.46,0
8228,18709969,Customer,453,France,Female,65,1,0.0,2,0,1,57085.07,0
8229,10469836,Customer,406,Germany,Female,74,3,10711.57,1,0,1,103185.67,1
8230,18321213,Customer,806,Germany,Male,60,9,87473.83,2,1,1,159727.37,0
8231,10668844,Customer,660,France,Male,34,2,0.0,2,1,0,170884.72,0
8232,11536214,Customer,721,France,Female,54,9,0.0,1,1,0,47588.71,0
8233,15157672,Customer,521,Spain,Female,70,4,122346.57,2,0,0,69136.33,1
8234,18825966,Customer,733,Germany,Male,32,6,234776.93,2,0,0,40884.93,0
8235,10185874,Customer,505,France,Male,35,4,5981.63,2,1,1,38744.62,1
8236,13146761,Customer,514,Germany,Female,65,4,19478.66,1,0,0,50539.55,1
8237,18955051,Customer,756,Germany,Male,31,3,49240.75,1,0,0,182773.06,0
8238,11018507,Customer,682,Spain,Male,31,8,96224.77,1,1,1,78884.59,0
8239,19785017,Customer,418,Germany,Male,62,5,117697.47,1,1,1,104546.44,1
8240,17060631,Customer,829,France,Male,50,9,9167.87,1,1,1,12214.5,0
8241,17558406,Customer,825,Germany,Female,55,5,0.0,2,1,0,153064.68,1
8242,11229781,Customer,407,Germany,Male,72,10,0.0,1,1,0,64829.78,1
8243,14443373,Customer,556,France,Male,28,5,67002.58,1,0,1,143801.49,0
8244,17763427,Customer,821,France,Male,28,5,64192.06,1,1,0,47784.0,0
8245,19697043,Customer,765,France,Male,74,0,6396.36,2,0,1,81638.04,1
8246,13113455,Customer,434,Germany,Female,65,10,99783.02,2,1,0,108347.86,1
8247,18652289,Customer,674,France,Male,73,5,63620.08,1,1,1,129941.63,0
8248,18951720,Customer,450,Germany,Female,43,3,154604.99,1,0,0,41326.13,1
8249,16492869,Customer,641,Spain,Male,20,1,136970.77,2,0,1,92142.32,0
8250,19568242,Customer,600,Spain,Male,42,5,239283.3,2,0,1,12242.26,0
8251,17429780,Customer,569,Spain,Male,34,0,198810.99,2,0,1,35214.78,0
8252,16822030,Customer,509,Spain,Male,39,0,20216.18,2,1,1,72354.22,0
8253,17166900,Customer,536,France,Female,46,4,0.0,1,0,0,188000.42,0
8254,13774769,Customer,733,Germany,Male,63,5,0.0,2,0,1,177824.92,0
8255,14268773,Customer,793,France,Female,43,1,0.0,2,0,0,109530.03,0
8256,19692091,Customer,436,Spain,Male,51,9,138754.45,1,0,0,124837.78,0
8257,15814673,Customer,813,France,Male,43,7,123929.4,2,0,1,64773.34,0
8258,17536827,Customer,847,Spain,Male,74,3,173333.69,1,1,0,137272.92,1
8259,10865508,Customer,679,Germany,Female,26,3,202507.09,2,0,0,55053.77,0
8260,19132193,Customer,698,Spain,Male,57,9,0.0,1,0,1,10476.86,0
8261,16095697,Customer,849,France,Male,28,4,14583.44,1,0,0,193014.81,0
8262,11773116,Customer,504,France,Male,24,9,0.0,2,0,0,82509.48,0
8263,19280244,Customer,704,Spain,Male,47,3,0.0,2,1,0,109316.94,0
8264,18470198,Customer,839,France,Female,71,10,188755.24,1,1,0,29017.58,1
8265,11564219,Customer,842,Spain,Female,19,4,0.0,2,1,1,110190.14,0
8266,15913136,Customer,629,France,Female,47,9,249634.92,1,0,1,181447.13,1
8267,18298256,Customer,692,Germany,Female,21,2,10995.51,2,1,0,176753.3,1
8268,12798673,Customer,672,France,Male,72,7,22038.22,3,1,0,119808.62,1
8269,14457747,Customer,513,Germany,Male,31,5,0.0,1,1,0,172780.54,1
8270,13390530,Customer,842,Germany,Female,30,7,0.0,1,0,0,79205.67,1
8271,11875831,Customer,747,France,Male,71,4,31106.11,1,0,1,46580.26,0
8272,16886363,Customer,417,France,Male,42,6,93828.14,2,1,0,90109.87,0
8273,11703925,Customer,777,France,Female,30,9,16072.16,2,1,1,163830.13,0
8274,13407783,Customer,781,Germany,Female,30,6,131605.07,2,0,0,144303.66,1
8275,19950516,Customer,711,Germany,Female,54,5,26017.35,2,0,1,83081.84,1
8276,14948432,Customer,724,Germany,Female,61,9,0.0,1,0,0,74885.26,0
8277,16992854,Customer,637,Germany,Male,23,3,0.0,1,0,1,193221.52,0
8278,14395234,Customer,561,France,Male,43,5,58466.91,2,1,1,60041.58,0
8279,14664607,Customer,469,France,Male,71,8,0.0,2,1,0,68546.89,1
8280,19166384,Customer,750,France,Female,31,10,87614.16,2,1,1,75985.65,0
8281,15065843,Customer,826,France,Female,25,3,157503.22,2,1,0,158763.85,0
8282,18546616,Customer,534,Spain,Male,41,5,0.0,1,1,1,171530.44,0
8283,13936316,Customer,772,Spain,Male,39,5,31839.75,1,1,0,51246.55,0
8284,16173614,Customer,765,France,Male,57,2,122165.39,1,0,0,87401.57,0
8285,14660177,Customer,801,Germany,Female,56,3,222287.84,2,1,0,174425.24,0
8286,10306441,Customer,565,Spain,Female,66,2,37102.63,2,1,1,69577.85,1
8287,18151070,Customer,841,France,Male,38,2,0.0,2,0,1,86728.07,0
8288,19368936,Customer,839,France,Female,60,9,4836.29,2,1,0,115195.84,0
8289,15122322,Customer,479,France,Female,43,3,24929.09,2,0,0,131874.15,1
8290,17740231,Customer,427,Germany,Male,27,3,44394.39,1,1,1,67687.43,0
8291,18071087,Customer,837,Spain,Female,30,5,117448.31,1,1,0,119414.98,0
8292,14180688,Customer,519,Germany,Male,59,3,74788.14,1,0,0,147639.8,1
8293,16286178,Customer,387,France,Male,70,5,104542.51,2,0,0,27116.97,0
8294,18026680,Customer,404,France,Male,31,1,0.0,2,0,0,199871.16,0
8295,12498993,Customer,788,Spain,Female,26,3,85345.31,1,1,0,187222.19,0
8296,18850693,Customer,639,Spain,Female,24,1,212029.0,2,1,0,39054.47,1
8297,10160214,Customer,395,Germany,Male,56,7,18201.82,2,0,0,73070.0,1
8298,10770102,Customer,520,Germany,Female,48,8,202986.33,1,0,1,63482.22,1
8299,12840429,Customer,479,France,Male,67,6,225389.78,2,1,0,14194.15,1
8300,18767445,Customer,513,Spain,Female,33,5,0.0,2,0,1,105375.46,0
8301,11079996,Customer,419,Spain,Female,25,7,136774.73,1,0,0,40063.35,0
8302,16385175,Customer,641,France,Male,65,3,46790.25,2,0,0,35982.16,1
8303,17888434,Customer,755,Germany,Male,68,9,22714.08,2,0,1,50036.79,1
8304,10027374,Customer,418,France,Female,32,10,192600.35,2,0,0,154319.57,1
8305,12491050,Customer,771,France,Male,42,1,157457.48,1,1,1,34545.72,1
8306,16021529,Customer,454,France,Female,64,3,188060.82,2,1,1,129409.41,1
8307,13217650,Customer,403,France,Male,55,4,109921.48,1,0,0,65248.8,1
8308,19233643,Customer,755,France,Female,58,8,62401.55,2,0,0,22996.82,0
8309,13586734,Customer,717,France,Male,32,4,106712.49,1,0,0,195809.74,0
8310,13074578,Customer,808,Germany,Male,42,8,0.0,1,1,0,133070.28,0
8311,13682211,Customer,712,France,Male,24,8,70881.74,1,1,0,48685.97,1
8312,11629887,Customer,597,France,Female,43,7,74380.69,2,1,0,106174.09,0
8313,17569469,Customer,764,France,Male,25,4,0.0,2,1,1,83822.53,0
8314,13306715,Customer,658,Germany,Male,35,1,13283.78,3,1,1,43318.19,0
8315,18661402,Customer,722,France,Female,38,4,61317.95,1,0,0,192626.42,0
8316,13882473,Customer,455,France,Female,33,10,69152.59,2,1,0,173271.32,0
8317,12554538,Customer,698,Spain,Male,64,0,137840.14,1,0,1,80154.97,0
8318,15503727,Customer,664,Germany,Female,20,7,61173.62,1,0,0,164055.44,1
8319,12851491,Customer,446,Spain,Female,18,1,33107.27,1,0,0,46024.64,0
8320,13432603,Customer,691,France,Male,30,6,0.0,1,1,0,24259.5,0
8321,13354610,Customer,782,France,Male,71,10,105470.74,2,0,1,110057.42,0
8322,15567539,Customer,376,Germany,Female,49,1,0.0,1,0,0,84566.53,0
8323,10008068,Customer,421,France,Female,29,10,0.0,1,1,1,23267.04,0
8324,14689229,Customer,727,France,Male,48,4,77452.71,2,0,0,129792.51,0
8325,16340047,Customer,845,France,Male,58,9,0.0,1,1,1,165728.26,0
8326,15450110,Customer,534,Spain,Male,19,6,0.0,3,1,1,110190.6,0
8327,17186699,Customer,483,France,Female,58,5,114009.84,1,0,1,20243.44,1
8328,10870708,Customer,523,Spain,Male,25,4,113242.9,2,0,1,81712.03,1
8329,18311766,Customer,630,Spain,Male,42,5,92224.85,1,0,1,57652.3,0
8330,19960501,Customer,447,France,Female,22,1,85510.99,2,0,0,38224.07,1
8331,11237254,Customer,742,Germany,Female,62,9,0.0,1,0,1,104855.34,0
8332,17511603,Customer,413,Germany,Male,19,0,217301.79,2,1,1,22418.44,0
8333,12848784,Customer,833,Spain,Male,59,0,117207.83,1,1,1,21999.26,1
8334,12614120,Customer,764,France,Male,55,7,167317.85,2,0,0,157576.29,0
8335,14572620,Customer,752,Spain,Male,56,2,201962.17,1,1,0,91230.76,1
8336,16799354,Customer,462,France,Female,20,10,107991.65,2,0,0,151485.83,1
8337,17994059,Customer,414,Spain,Female,63,2,209791.27,1,0,0,72053.66,1
8338,14310574,Customer,565,France,Male,65,8,248170.76,4,0,0,76532.54,1
8339,18210072,Customer,703,France,Male,55,5,126040.3,2,1,1,91367.68,0
8340,17414201,Customer,750,Spain,Male,39,3,100686.63,1,0,0,67853.51,0
8341,11569355,Customer,639,Spain,Female,57,3,0.0,1,0,1,116218.4,0
8342,13855392,Customer,832,Germany,Male,50,6,162292.48,2,1,1,23849.3,0
8343,12029219,Customer,769,France,Female,69,5,0.0,1,0,1,115899.76,0
8344,18511015,Customer,746,France,Female,49,1,221531.24,1,1,1,145609.2,1
8345,13356415,Customer,664,Spain,Male,64,8,162363.56,1,0,0,198521.66,0
8346,10072231,Customer,438,Spain,Female,34,1,160394.35,1,0,0,131123.0,1
8347,14167770,Customer,596,Spain,Female,73,7,0.0,2,1,0,144701.41,0
8348,15883393,Customer,681,France,Female,35,3,0.0,1,0,1,123087.93,0
8349,17193260,Customer,498,France,Female,73,9,228249.47,2,1,0,190681.64,1
8350,19979496,Customer,706,Germany,Male,20,0,144085.52,1,0,1,163857.01,0
8351,15000850,Customer,715,Spain,Male,73,0,0.0,1,1,0,126878.26,0
8352,14211310,Customer,835,France,Female,23,8,84892.67,2,1,0,73208.91,0
8353,14800217,Customer,798,Spain,Female,66,3,10645.31,1,1,1,71642.46,1
8354,16252646,Customer,589,Germany,Female,72,0,0.0,1,0,1,153121.95,1
8355,18121739,Customer,355,France,Male,30,2,0.0,1,0,0,186433.93,0
8356,10610259,Customer,586,France,Female,72,2,38704.26,1,1,1,197267.98,1
8357,14947699,Customer,714,France,Male,71,6,0.0,1,1,0,59843.7,0
8358,13472675,Customer,616,Germany,Male,48,5,133458.83,2,1,0,122470.4,1
8359,11734136,Customer,685,France,Male,34,7,237482.42,1,1,1,143380.2,0
8360,16728000,Customer,755,France,Male,38,6,4954.56,1,0,1,88477.76,0
8361,19217977,Customer,587,Spain,Male,33,0,59172.39,1,0,0,30752.58,0
8362,10154118,Customer,488,France,Female,34,2,242363.49,1,1,0,64337.6,1
8363,11184482,Customer,514,France,Male,49,8,220413.19,1,1,0,107942.88,1
8364,14763241,Customer,631,France,Male,18,3,208712.49,1,1,0,31851.59,0
8365,12952587,Customer,534,Germany,Male,65,10,22950.04,1,0,0,69465.73,1
8366,18477884,Customer,503,Spain,Male,55,10,0.0,1,0,0,58971.18,0
8367,15324999,Customer,455,France,Female,25,2,50783.82,2,0,1,77337.81,0
8368,13560702,Customer,498,Spain,Male,18,4,162756.13,1,1,1,140508.96,0
8369,13277134,Customer,534,Germany,Male,19,7,106882.78,1,1,0,100477.2,0
8370,11927976,Customer,759,France,Female,64,0,0.0,1,0,1,81474.57,0
8371,19531493,Customer,620,France,Female,54,1,107215.22,2,1,0,62208.1,1
8372,13559814,Customer,708,France,Female,41,6,226926.05,2,0,0,140844.61,1
8373,15041894,Customer,540,France,Female,44,0,6327.09,1,0,0,138141.82,0
8374,19161447,Customer,512,Germany,Female,37,10,0.0,1,0,1,94831.51,0
8375,11935405,Customer,744,Germany,Male,64,4,208249.25,2,1,1,62969.25,0
8376,12635197,Customer,550,France,Female,38,9,0.0,2,0,0,163695.01,0
8377,10398496,Customer,455,France,Female,59,7,0.0,2,1,1,171904.66,1
8378,19134660,Customer,564,France,Female,54,5,30359.12,2,1,1,170770.07,0
8379,12905693,Customer,673,Germany,Female,52,2,77815.29,1,0,0,84607.04,1
8380,10250689,Customer,827,France,Female,55,6,0.0,1,1,1,58291.88,0
8381,13240632,Customer,569,Germany,Male,70,2,0.0,2,1,0,170746.4,1
8382,18123213,Customer,694,France,Male,32,4,211397.23,2,1,0,196150.07,0
8383,11736137,Customer,819,Germany,Female,67,6,130238.16,2,1,0,46790.42,0
